Country,Year,Happiness Rank,Happiness Score,Economy,Family,Health,Freedom,Trust,Generosity
Colombia,2017,36,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.046668742,0.149014473
Saudi Arabia,2017,37,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014
Kuwait,2017,39,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798
Slovakia,2017,40,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481
Bahrain,2017,41,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.25704217,0.172668487
Malaysia,2017,42,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893
Nicaragua,2017,43,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217
Ecuador,2017,44,6.007999897,1.0008203980000001,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465
El Salvador,2017,45,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985
Poland,2017,46,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967
Uzbekistan,2017,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647
Italy,2017,48,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648
Russia,2017,49,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822
Japan,2017,51,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768
Lithuania,2017,52,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657
Algeria,2017,53,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.14609611,0.069436647
Latvia,2017,54,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786
South Korea,2017,55,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367
Moldova,2017,56,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126
Romania,2017,57,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918
Bolivia,2017,58,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.060477726,0.225560725
Turkmenistan,2017,59,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988
Kazakhstan,2017,60,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423
Slovenia,2017,62,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093
Peru,2017,63,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715
Mauritius,2017,64,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751
Cyprus,2017,65,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301
Estonia,2017,66,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811
Belarus,2017,67,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.156313822,0.155137509
Libya,2017,68,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666
Turkey,2017,69,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042
Paraguay,2017,70,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658
Philippines,2017,72,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423
Serbia,2017,73,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884
Jordan,2017,74,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046
Hungary,2017,75,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662
Jamaica,2017,76,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337
Croatia,2017,77,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.24800297600000001
Kosovo,2017,78,5.278999805,0.951484382,1.137853503,0.54145205,0.260287941,0.057471618,0.319931448
China,2017,79,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.022794275,0.028806841
Pakistan,2017,80,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019
Indonesia,2017,81,5.262000084,0.99553859200000006,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588
Venezuela,2017,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963
Montenegro,2017,83,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024
Morocco,2017,84,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955
Azerbaijan,2017,85,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.180987507,0.04526934
Dominican Republic,2017,86,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785
Greece,2017,87,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0
Lebanon,2017,88,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759
Portugal,2017,89,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713
Bosnia and Herzegovina,2017,90,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0,0.328867495
Honduras,2017,91,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874
Vietnam,2017,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051
Nigeria,2017,95,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196
Tajikistan,2017,96,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644
Kyrgyzstan,2017,98,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374
Nepal,2017,99,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166
Mongolia,2017,100,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423
South Africa,2017,101,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238
Tunisia,2017,102,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357
Palestinian Territories,2017,103,4.775000095,0.716249228,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174
Egypt,2017,104,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443
Bulgaria,2017,105,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694
Sierra Leone,2017,106,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901
Cameroon,2017,107,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457
Iran,2017,108,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913
Albania,2017,109,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944
Bangladesh,2017,110,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352
Kenya,2017,112,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309
Myanmar,2017,114,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161
Senegal,2017,115,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893
Zambia,2017,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145
Iraq,2017,117,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264
Gabon,2017,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378
Ethiopia,2017,119,4.4600000380000004,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074
Sri Lanka,2017,120,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562
Armenia,2017,121,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092
India,2017,122,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489
Mauritania,2017,123,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024
Congo (Brazzaville),2017,124,4.290999889,0.808964252,0.832044363,0.289957434,0.435025871,0.079618134,0.120852128
Georgia,2017,125,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815
Mali,2017,127,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199
Ivory Coast,2017,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747
Cambodia,2017,129,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968
Ghana,2017,131,4.1199998859999996,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944
Ukraine,2017,132,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463
Uganda,2017,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057
Burkina Faso,2017,134,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685
Niger,2017,135,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846
Malawi,2017,136,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047
Chad,2017,137,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385
Zimbabwe,2017,138,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494
Afghanistan,2017,141,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933
Botswana,2017,142,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448
Benin,2017,143,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461
Madagascar,2017,144,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253
Haiti,2017,145,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781
Yemen,2017,146,3.592999935,0.591683447,0.93538224699999994,0.310080916,0.249463722,0.056767423,0.104125209
Liberia,2017,148,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885
Guinea,2017,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092
Togo,2017,150,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151
Rwanda,2017,151,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029
Tanzania,2017,153,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362
Burundi,2017,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185
Finland,2018,1,7.632,1.305,1.592,0.874,0.681,0.393,0.202
Norway,2018,2,7.594,1.456,1.582,0.861,0.686,0.34,0.286
Denmark,2018,3,7.555,1.351,1.59,0.868,0.683,0.408,0.284
Iceland,2018,4,7.495,1.343,1.644,0.914,0.677,0.138,0.353
Switzerland,2018,5,7.487,1.42,1.549,0.927,0.66,0.357,0.256
Netherlands,2018,6,7.441,1.361,1.488,0.878,0.638,0.295,0.333
Canada,2018,7,7.328,1.33,1.532,0.896,0.653,0.291,0.321
New Zealand,2018,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365
Sweden,2018,9,7.314,1.355,1.501,0.913,0.659,0.383,0.285
Australia,2018,10,7.272,1.34,1.573,0.91,0.647,0.302,0.361
United Kingdom,2018,11,7.19,1.244,1.433,0.888,0.464,0.082,0.262
Austria,2018,12,7.139,1.341,1.504,0.891,0.617,0.224,0.242
Costa Rica,2018,13,7.072,1.01,1.459,0.817,0.632,0.101,0.143
Ireland,2018,14,6.977,1.448,1.583,0.876,0.614,0.306,0.307
Germany,2018,15,6.965,1.34,1.474,0.861,0.586,0.28,0.273
Belgium,2018,16,6.927,1.324,1.483,0.894,0.583,0.24,0.188
Luxembourg,2018,17,6.91,1.576,1.52,0.896,0.632,0.321,0.196
United States,2018,18,6.886,1.398,1.471,0.819,0.547,0.133,0.291
Israel,2018,19,6.814,1.301,1.559,0.883,0.533,0.272,0.354
United Arab Emirates,2018,20,6.774,2.096,0.776,0.67,0.284,0,0.186
Czech Republic,2018,21,6.711,1.233,1.489,0.854,0.543,0.034,0.064
Malta,2018,22,6.627,1.27,1.525,0.884,0.645,0.142,0.376
France,2018,23,6.489,1.293,1.466,0.908,0.52,0.176,0.098
Mexico,2018,24,6.488,1.038,1.252,0.761,0.479,0.095,0.069
Chile,2018,25,6.476,1.131,1.331,0.808,0.431,0.061,0.197
Panama,2018,27,6.43,1.112,1.438,0.759,0.597,0.063,0.125
Brazil,2018,28,6.419,0.986,1.474,0.675,0.493,0.088,0.11
Argentina,2018,29,6.388,1.073,1.468,0.744,0.57,0.054,0.062
Guatemala,2018,30,6.382,0.781,1.268,0.608,0.604,0.071,0.179
Uruguay,2018,31,6.379,1.093,1.459,0.771,0.625,0.155,0.13
Saudi Arabia,2018,33,6.371,1.379,1.331,0.633,0.509,0.127,0.098
Singapore,2018,34,6.343,1.529,1.451,1.008,0.631,0.457,0.261
Malaysia,2018,35,6.322,1.161,1.258,0.669,0.356,0.059,0.311
Spain,2018,36,6.31,1.251,1.538,0.965,0.449,0.074,0.142
Colombia,2018,37,6.26,0.96,1.439,0.635,0.531,0.039,0.099
Slovakia,2018,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118
El Salvador,2018,40,6.167,0.806,1.231,0.639,0.461,0.082,0.065
Nicaragua,2018,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208
Poland,2018,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108
Bahrain,2018,43,6.105,1.338,1.366,0.698,0.594,0.123,0.243
Uzbekistan,2018,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328
Kuwait,2018,45,6.083,1.474,1.301,0.675,0.554,0.106,0.167
Thailand,2018,46,6.072,1.016,1.417,0.707,0.637,0.029,0.364
Italy,2018,47,6,1.264,1.501,0.946,0.281,0.028,0.137
Ecuador,2018,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114
Lithuania,2018,50,5.952,1.197,1.527,0.716,0.35,0.006,0.026
Slovenia,2018,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16
Romania,2018,52,5.945,1.116,1.219,0.726,0.528,0.001,0.088
Latvia,2018,53,5.933,1.148,1.454,0.671,0.363,0.066,0.092
Japan,2018,54,5.915,1.294,1.462,0.988,0.553,0.15,0.079
Mauritius,2018,55,5.891,1.09,1.387,0.684,0.584,0.05,0.245
Jamaica,2018,56,5.89,0.819,1.493,0.693,0.575,0.031,0.096
South Korea,2018,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175
Russia,2018,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065
Kazakhstan,2018,60,5.79,1.143,1.516,0.631,0.454,0.121,0.148
Cyprus,2018,61,5.762,1.229,1.191,0.909,0.423,0.035,0.202
Bolivia,2018,62,5.752,0.751,1.223,0.508,0.606,0.054,0.141
Estonia,2018,63,5.739,1.2,1.532,0.737,0.553,0.174,0.086
Paraguay,2018,64,5.681,0.835,1.522,0.615,0.541,0.074,0.162
Peru,2018,65,5.663,0.934,1.249,0.674,0.53,0.034,0.092
Kosovo,2018,66,5.662,0.855,1.23,0.578,0.448,0.023,0.274
Moldova,2018,67,5.64,0.657,1.301,0.62,0.232,0,0.171
Turkmenistan,2018,68,5.636,1.016,1.533,0.517,0.417,0.037,0.199
Hungary,2018,69,5.62,1.171,1.401,0.732,0.259,0.022,0.061
Libya,2018,70,5.566,0.985,1.35,0.553,0.496,0.148,0.116
Philippines,2018,71,5.524,0.775,1.312,0.513,0.643,0.105,0.12
Honduras,2018,72,5.504,0.62,1.205,0.622,0.459,0.074,0.197
Belarus,2018,73,5.483,1.039,1.498,0.7,0.307,0.154,0.101
Turkey,2018,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106
Pakistan,2018,75,5.472,0.652,0.81,0.424,0.334,0.113,0.216
Portugal,2018,77,5.41,1.188,1.429,0.884,0.562,0.017,0.055
Serbia,2018,78,5.398,0.975,1.369,0.685,0.288,0.043,0.134
Greece,2018,79,5.358,1.154,1.202,0.879,0.131,0.044,0
Lebanon,2018,80,5.358,0.965,1.179,0.785,0.503,0.136,0.214
Montenegro,2018,81,5.347,1.017,1.279,0.729,0.259,0.081,0.111
Croatia,2018,82,5.321,1.115,1.161,0.737,0.38,0.039,0.12
Dominican Republic,2018,83,5.302,0.982,1.441,0.614,0.578,0.106,0.12
Algeria,2018,84,5.295,0.979,1.154,0.687,0.077,0.135,0.055
Morocco,2018,85,5.254,0.779,0.797,0.669,0.46,0.074,0.026
China,2018,86,5.246,0.989,1.142,0.799,0.597,0.103,0.029
Azerbaijan,2018,87,5.201,1.024,1.161,0.603,0.43,0.176,0.031
